ID,English,Kashmiri
2544,The safe disposal of nuclear wastes is a major problem.,ہُریمتیٚن نیوکلِیٲیی موادن ہُنٛد محفوٗظ طریٖقہٕ سۭتۍ خٲتمہٕ کرُن چُھ اکھ بوٚڑ مسلہٕ۔
2545,I have disposed of my old clothes.,مےٚ چھِ پنٕنۍ پرٛٲنۍ پَلو دٲرِتھ ژٕھنۍمٕتۍ۔
2546,I am not disposed to go there at this moment.,بہٕ چُھس نہٕ وٕنۍکیٚس تور گژھنہٕ خٲطرٕ تیار۔
2547,Her mother is disposed to new ideas.,تٔمۍ سٕنٛزِ ماجہِ چھےٚ نویٚن خیالن کُن رغبت۔
2548,The workers disputed with the management about the bonus.,مزدوٗرو کوٚر معاوضہٕ خٲطرٕ اِنتِظامیاہس سۭتۍ بحژ۔
2549,The workers are in dispute with the management.,کٲم کرن والیٚن چُھ اِنتِظامیاہس سۭتۍ اِختلاف۔
2550,The dissidents walked out of the meeting.,مُخٲلِف درٛایہِ اِجلاس منٛزٕ نیٚبر۔
2551,I dissolved sugar in water.,مےٚ غول کھنٛڈ آبس منٛز۔
2552,Their marriage dissolved just after three months.,تِہُنٛدو خانٛدر مۄکلیوو صِرِف ترٛےٚ رٮ۪تھ گٔژھۍتٕھے۔
2553,It is a walking distance from my house.,یہِ چُھ میانہِ گرِ پٮ۪ٹھٕ پیدل دوٗری پٮ۪ٹھ۔
2554,He distanced himself from the office politics.,تٔمۍ تھوو پنُن پان دفتر کہِ سِیاستہٕ نِش دوٗر۔
2555,A distant relative of mine passed away this month.,میون اکھ دوٗر دراز رِشتہٕ دار گُزریوو ییٚمہِ رٮ۪تہٕ۔
2556,These varieties of plants are quite distinct.,کُلیٚن ہِنٛدۍ یِم قٕسٕم چھِ بِلکُل مُختلف۔
2557,I have noticed a distinct improvement in her performance.,مےٚ چھِےٚ تٔمۍ سٕنٛزِ کارگردگی منٛز اکھ واضح بہتری محسوٗس کٔرمٕژ۔
2558,It is necessary to make distinction between these concepts.,یِمن نظرین منٛز فرق کرٕنۍ چھےٚ ضٔروٗری۔
2559,It has the distinction of being the cheapest restaurant in town.,اتھ چھےٚ شہر کہِ ساروٕے کھۄتہٕ سرٛوٚگ ریستوراں آسنٕچ خٲصیت۔
2561,The dish has a distinctive flavor.,یتھ ضیافتس چُھ اکھ مخصوٗص مزٕ۔
2563,We distinguish between business and pleasure.,أسۍ چھِ کٲم کار تہٕ لُطُف الگ مانان۔
2564,It is difficult to distinguish between the two shades.,دۄن رنٛگن درمِیان فرق کرٕنۍ چھےٚ مُشکِل۔
2565,He had a distinguished career throughout his life.,تٔمِس چُُھ پنٛنہِ پوٗرٕ زِنٛدگی اکھ ممتاز پیشہٕ روٗدمُت۔
2566,Our distinguished professor is retiring today.,سون ناماوار پروفیسر گژھِ آز مُلٲزمت نِش فاریغ۔
2567,She is in distress since her failure in the examination.,اِمتِحانس منٛز ناکام گژھنہٕ پتہٕ پیٚٹھٕ چھےٚ سۄ پریشٲنی منٛز۔
2569,The distribution of goods was postponed.,سامان کہِ بٲگراونٕچ عمل آیہِ مُلتوی کرنہٕ۔
2570,They belongs to the same district.,تِم چھِ أکۍسٕے ضِلعس سۭتۍ تعلُق تھاوان۔
2571,She disturbed me at the meeting.,تٔمۍ کوٚرنس بہٕ اِجلاسس منٛز پریشان۔
2572,Some bad elements in the crowd disturbed the speech.,ہجوٗمس منٛز کینٛہو خراب عناصِرو کٔر تقریٖرِ منٛز خلل۔
2573,She was disturbed about the communal violence.,سۄ ٲس فرقہٕ ورانہٕ تشدد کِنۍ پریشان گٔمٕژ۔
2574,Don't disturb him while reading.,پرنہٕ وِزِ مہ کٔرۍوون سُہ تنٛگ۔
2575,The car fell in the ditch.,گٲڑۍ پیٚیہِ دۄبس منٛز۔
2576,He went for a dive in the sea.,سُہ اوس سوٚدرِس منٛز غۄطہٕ خٲطرٕ گوٚمُت۔
2577,He dived deep in the water.,تٔمۍ ترٛٲو آبس منٛز سرٛنۍ وۄٹھ۔
2578,He dived into the sea in search of pearls.,مۄختہٕ ژھانٛڑنہٕ خٲطرٕ دِژ تٔمۍ سمنٛدرس منٛز وۄٹھ۔
2579,I want to divide my property among my children.,بہٕ چُھس یژھان پنٕنۍ مِلکیت پنٛنیٚن شُریٚن منٛز بٲگراوُن۔
2582,I divined from his expression that the news was not good.,مےٚ لگوو تٔمۍ سٕنٛدِ بٕتھِ کہِ تٲثیٖر سۭتۍ انٛدازٕ زِ خبر ٲس نہٕ رٕژ۔
2583,They are awaiting the divine intervention.,تِم چھِ قۄدرتی مُداخلتٕکۍ طلب گار۔
2584,She has a divine aura around her.,تٔمِس أنٛدۍ پٔکۍ چُھ اکھ پاک ماحول۔
2585,The students treat their teacher as a divine being.,طٲلبہِ عٔلِم چھِ پنٛنِس استادس پاک ذات مانان۔
2586,They all agreed on the division of their ancestral property.,تِم سٲری گٔیہِ پنٛنہِ خانٛدٲنۍ مِلکِیتس حِصہٕ بٹٲے کرنس پیٚٹھ رٲزۍ۔
2587,They all agreed on the division of their ancestral property.,تِم سٲری گٔیہِ پنٛنہِ خانٛدٲنۍ مِلکِیتس تقسیٖم کٲری پیٚٹھ رٲزۍ۔
2588,He demanded an equal division of the property.,تٔمۍ کوٚر مِلکیتس منٛز برابر حِصُک مُطالبہٕ۔
2589,They decided to have a divorce.,تِمو کوٚر طلاق نِنُک فٲصلہٕ۔
2590,Julie wants a divorce from his spouse.,جوٗلی چھےٚ پنٛنِس بٲژس نِش مۄکجار یژھان۔
2591,The couple was divorced after only 6 months.,شیٚیہِ ریٚتھۍ پَتَے گوٚو جورِ طلاق۔
2592,His husband divorced her for no obvious reason.,تٔمۍ سٕنٛدۍ خانٛدارن دیُت تٔمۍ کُنہِ واضح وجہ بغٲرٕے طلاق۔
2593,I will do my work myself.,بہٕ کرٕ پنٕنۍ کٲم پانَے۔
2594,She is doing well in her new job.,سۄ چھےٚ پنٛنہِ نیہِ نوکری منٛز جان کٲم کران۔
2595,I will have to consult a doctor.,مےٚ پیٚیہِ ڈاکٹرس نِش گژُھن۔
2597,She has been awarded doctor of philosophy in physics.,سۄ آیٕہ طِبیاتس منٛز ڈاکٹر آف فلاسفی کِہ اعزازٕ سۭتۍ نَوازنٕہ۔
2598,Their doctrine allows the use of violence.,تِہُنٛد نظریہِ چُھ تشدُدک استعمال کرنُک اِجازت دِوان۔
2600,The parents documented their child's development.,مٲلۍ ماجہِ تٔھو پنٛنِس بچہٕ سٕنٛز پیش قدمی لیٚکِھتھ۔
2601,You need to document your claims.,تۄہہِ پیٚنو پنٕنۍ دعوی لیٚکِھتھ دِنۍ۔
2602,The dog barked all night.,ہوٗنۍ کٔر رٲتۍ راتس وۄں رارَے۔
2603,He had been dogged by diseases all his life.,تٔمِس روزٕ پوٗرٕ وٲنٛسہِ بیٚمارِ پتَے۔
2604,I need to borrow ten dollars.,مےٚ چھےٚ دہ ڈالر وۄزٕم ہیٚنٕچ ضٔروٗرت۔
2605,This mosque has a huge dome.,یتھ مٔشیٖدِ چُھ اکھ بوٚڑ بارٕ گُمبنٛد۔
2606,Domestic violence is the least discussed issue.,گَریلوٗ تشدد چُھ ساروٕے کھۄتہٕ کم بحژ کرنہٕ یِنہٕ وول مسلہٕ۔
2607,Dog is a domestic animal.,ہوٗٗن چُھ اکھ پالتو جانور۔
2609,Media plays a dominant role in shaping public opinion.,میٖڈیا چُھ عوٲمی راے بناونس منٛز با اثر کِردار ادا کران۔
2610,No one is allowed to dominate the team.,کٲنٛسہِ تہِ چُھ نہٕ ٹیٖمہِ پیٚٹھ پیٚٹھا وٲلی کرنُک اِجازت۔
2612,They have no secret plan for world domination.,تِمن چُھ نہٕ عالمی حُکُمرٲنی ہُنٛد کانٛہہ تہِ خفیہ منصوٗبہٕ۔
2613,He is a don at a college in England.,سُہ چُُھ اِنٛگلینٛڈ کہِ کالجُک اکھ معزز نفر۔
2614,He donned his clothes.,تٔمۍ لٲگۍ پنٕنۍ پَلو۔
2615,This school gets donation from many organizations.,یتھ مدرسس چُھ واریاہو تنظیٖمو نِش اِمداد میلان۔
2616,He was the blood donor.,سُہ اوس خوٗن دِنہٕ وول۔
2617,He knocked on the door violently.,تٔمۍ کٔر دروازس تیز ٹُھکہٕ رارَے۔
2618,He fell down near the doorway.,سُہ پیوٚو دروازٕ چہِ وتہِ نِش پتھر۔
2619,She wore a blue dress with white dots.,تٔمِس اوس سفید ٹیٚچہِ دار نیٖلۍ رنٛگُک پۄشاک لٲگِتھ۔
2620,The students were asked to dot the cities on the map.,طٲلبہِ عٔلمن آو ونٛنہٕ زِ تِم ترٛٲوِنۍ نقشس منٛز شہرن پیٚٹھ نۄقطہٕ۔
2623,He got double the amount invested in this scheme.,تٔمِس میلیو یتھ سکیٖمہِ منٛز ترٛاونہٕ آمتہِ پونٛسُک دۄگنہٕ رقم۔
2624,He draws double the amount of salary than her.,سُہ چُھ تٔمۍ سٕنٛدِ کھۄتہٕ دۄگنہٕ تنخواہ نِوان۔
2626,The prices of the commodities have almost doubled.,چیٖزن ہُنٛد قۭمت چُھ لگ بگ دۄگنہٕ گوٚمُت۔
2627,They doubled up laughing at my joke.,میٲنِس ٹھٹھس پیٚٹھ اسان اسان نٮ۪مییہِ تِم۔
2628,There was some doubt about her account.,تٔمۍ سٕنٛدِس خاتس مُتعلق اوس کیاہ تانۍ شک۔
2630,His mental condition is doubtful.,تٔمۍ سٕنٛٛز ذہنی حالت چھےٚ شکاور۔
2631,She looked down.,تٔمۍ وُچھ بۄن کُن۔
2632,You should not go down a hill.,تۄہہِِ پَزیو نہٕ پہاڑٕ پیٚٹھٕ بۄن گژُھن۔
2633,Keep the noise down.,شور کٔرِو کم۔
2634,She has been down since her last exam results.,سۄ چھےٚ پنٛنہِ پٔتِمہِ اِمتِحان کہِ نتٲیِج پتہٕ پریشان۔
2635,There had been more downs during this year at the company.,یتھ ؤریس منٛز آسہٕ کمپٔنی منٛز زیادٕ ترقی منٛز رُکاوٹہٕ گٔمژٕ۔
2636,The building was knocked down.,عمارت ٲس والنہٕ آمٕژ۔
2637,He downed a bottle of milk before the dinner.,کالہٕ کہِ کھیٚنہٕ برٛونٛہہ وٕٹھکٲو تٔمۍ اکھ دۄدٕ بوتل۔
2638,You can buy good dress material from the downtown.,تُہۍ ہیٚکِو شہر کہِ مرکز منٛزٕ پلون خٲطرٕ جان کپُر أنِتھ۔
2639,The market is showing a downward trend in the stock prices.,مارکیٚٹ چُھ سٹاک کیٚن قۭمتن منٛز وسوُن رجحان ہاوان۔
2640,I need two dozen of pencils.,مےٚ چھےٚ زٕ درجن پیٚنسَلن ہِنٛز ضٔروٗرت۔
2641,Bananas cost 40 rupees a dozen.,کیلن ہُنٛد قۭمت چُھ 40 رۄپیہِ درجن۔
2642,He has finalized the draft.,تٔمۍ چُھ خاکہٕ مُکمل کوٚرمُت۔
2644,Draft a proposal for the project.,منصوٗبہٕ خٲطرٕ کٔرِو تجویٖز تیار۔
2645,He was drafted in the army the previous year.,سُہ اوس پَرُس فوجس منٛز بٔرتی کرنہٕ آمُت۔
2646,They dragged the kids.,تِمو دِژ شُریٚن کھکٕھر۔
2647,They cleaned all the drains.,تِمو کرٕ تمام نالہِ صاف۔
2649,The rain water drains into this big vat.,رُدٕ آب چُھ یتھ بٔڑِس حوضس منٛز وسان۔
2652,He likes reading drama.,تٔمِس چُھ ڈراما پرُن خۄش کران۔
2653,This dramatic work was appreciated by everyone.,یتھ موثر کامہِ کٔر ساروٕے تعریٖف۔
2655,Let the cool draught come in through open window.,تٕرنِس ہَوہس دیٖو دارِ کِنۍ یِنہٕ۔
2656,The doctor has given her a sleeping draught.,ڈاکٹرن چُھ تٔمِس نیٚنٛدرِ ہُنٛد پانیُل دوا دیُتمُت۔
2657,I have to draw these pictures.,مےٚ چھےٚ یِم تصویٖرٕ بناونہِ۔
2658,Can you draw a sketch of this house?,ژٕ ہیٚککھٕ ییٚمہِ مکانُک خاکہٕ بنٲوِتھ؟
2659,The cart is drawn by two horses.,ٹانٛگس چھِ زٕ گُرۍ لمان۔
2660,Please draw the fork out of the box.,مہربٲنی کٔٔرِتھ کٔڑِو کانٛٹہٕ ڈبہٕ منٛزٕ نٮ۪بر۔
2661,Draw the water from a well.,کیٖرِ منٛز کھٲلِو آب۔
2662,He drew my attention to a very crucial point.,تٔمۍ پوو مےٚ أکِس واریاہ اہم کتھِ کُن زۄن۔
2663,We can draw concluion from this report.,ییٚمہِ تحقیٖقی دستاویز سۭتۍ ہیٚکو أسۍ نٔتیٖجہٕ کٔڑِتھ۔
2666,Draw the water from the bucket.,بالٹیٖنہٕ منٛزٕ کٔڑِو آب۔
2667,The will was drawn in his old age.,یہِ وصیت ٲس تٔمۍ سٕنٛدِس بٕجرس منٛز تیار کرنہٕ آمٕژ۔
2668,He spent the day drawing the mountains.,تٔمۍ گُزور دۄہ پہاڑن ہُنٛد خاکہٕ بناوان۔
2669,This motor can draw beyond 70 inches.,یہِ موٹر ہیٚکہِ 70 آنٛچہِ بۄن تہِ لٔمِتھ۔
2670,The match ended with the draw.,میچ سپدیوو برابری پیٚٹھ۔
2671,I use my table drawres for keeping papers.,بہٕ چُھس کاغزات تھاونہٕ خٲطرٕ پنٛنہِ میزٕکۍ دراز اِستعمال کران۔
2672,The drawer of the cheque forgot to mark the date on it.,چیٚک لٮ۪کھن وٲلِس گوٚو اتھ پیٚٹھ تٲریٖخ لیٚکُھن مٔشِد۔
2673,He is a professional drawer.,سُہ چُھ اکھ پیشہٕ ورانہٕ فنکار۔
2674,He has a very good hand at drawing.,تٔمِس چُُھ تصویٖر سٲزی منٛز واریاہ جان اتھٕ۔
2675,She looked pale and drawn after the function was over.,تقریٖب سپدٕنہٕ پتہٕ ٲس سۄ زرٕد تہٕ اوٗرۍ نہٕ یوٗرۍ باسان۔
2676,He had a bad dream in the morning.,تٔمۍ وُُچھ صُبحن خراب خواب۔
2677,She dreams of becoming a successful singer.,سۄ چھےٚ اکھ کامیاب گلوکار بنٛنُک خواب وٕچھان۔
2679,He dressed well for the party.,تٔمۍ لٲگۍ دعوتہٕ خٲطرٕ جان پَلو۔
2680,The girl was dressed like a bride.,کوٗر ٲس مہرِنہٕ ہِنٛدۍ پٲٹھۍ پٲرٲوِتھ۔
2681,The nurse dressed the wounds of the patient.,نٔرسہِ لٲج مٔریٖض سٕنٛدیٚن زخمن پیٚٹھ مرہم پٔٹ۔
2684,The salad had an attractive dressing.,سلادِ ٲس لوٗبوٕنۍ سجاوٹ۔
2685,The pillow had a tight dressing.,تٔکیَس ٲس تنٛگ ووٗر۔
2686,Her drift of students from one discipline to another is inconvenient.,تٔمۍ سٕنٛدیٚن طٲلبہِ علمن ہُنٛد اکھ شعبہٕ پیٚٹھٕ بیٚیِس منٛز نقل و حمل چُھ پریشان کُن۔
2687,Our young generation is drifting away from orthodox values.,سٲنۍ نوجوان نسٕل چھےٚ تقلید پسند اہلیت نِش دوٗر گژھان۔
2688,Are you able to catch her drift?,تُہۍ چِھو ہیٚکان تٔمۍ سُنٛد مطلب سمجِتھ ؟
2690,The people drifted away from the exhibition ground.,لُکھ درٛایہِ نُمٲیِش کہِ مٲدان منٛزٕ۔
2691,The arguments drifted back to earlier conclusions.,بہژ وٲتۍ گۄڈنِکیٚن نتٲیجن پیٚٹھ واپس۔
2692,The sanddunes continously drift in the deserts.,ریگِستانس منٛز چھِ سیٚکہِ پہاڑ لگاتار ڈیر بناوان۔
2693,I need a drill to make a hole.,مےٚ چُھ گوٚد کرنہٕ خٲطرٕ زدٕ کرن واجنہِ مِشیٖنہِ ہِنٛز ضٔروٗرت۔
2695,We shall pursue the work in a proper drill.,أسۍ تھاوو أکِس مُنٲسِب طریٖقہِ کارٕ سۭتۍ کٲم جٲری۔
2696,They are drilling the wall.,تِم چھِ لبہِ زدٕ کران۔
2697,The teacher drilled the whole class in pronunciation.,استادن کرنٲو پوٗرٕ جماعت تلفظس منٛز مشٕق۔
2698,We can have a drink before leaving.,نیرنہٕ برٛونٛہہ ہیٚکو أسۍ شراب چیٚتھ۔
